id,transaction_date,value_date,reference,debit,credit,balance,remarks,predicted_category,created_at,updated_at
2094,2025-01-13,2025-01-13,Customer payment,,69614.90,8612440.06,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2095,2025-01-14,2025-01-14,Fuel purchase,39237.74,,8573202.32,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2096,2025-01-15,2025-01-15,Customer payment,,24350.07,8597552.39,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2097,2025-01-16,2025-01-16,Customer payment,,307551.82,8905104.21,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2098,2025-01-16,2025-01-16,Customer payment,,495919.85,9401024.06,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2099,2025-01-17,2025-01-17,POS PURCHASE - Inventory,223101.22,,9177922.84,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2100,2025-01-19,2025-01-19,POS PURCHASE - Inventory,365132.37,,8812790.47,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2101,2025-01-20,2025-01-20,Bank fees / transfer,573.18,,8812217.29,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2102,2025-01-21,2025-01-21,Customer payment,,431587.08,9243804.37,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2103,2025-01-21,2025-01-21,POS PURCHASE - Inventory,194035.18,,9049769.19,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2104,2025-01-22,2025-01-22,Bank fees / transfer,19242.24,,9030526.95,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2105,2025-01-22,2025-01-22,Bank fees / transfer,6270.06,,9024256.89,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2106,2025-01-22,2025-01-22,Fuel purchase,24894.14,,8999362.75,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2107,2025-01-23,2025-01-23,Repair / Maintenance,30620.34,,8968742.41,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2108,2025-01-24,2025-01-24,Customer payment,,101923.59,9070666.00,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2109,2025-01-25,2025-01-25,POS PURCHASE - Inventory,250104.04,,8820561.96,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2110,2025-01-26,2025-01-26,Customer payment,,190691.56,9011253.52,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2111,2025-01-27,2025-01-27,POS PURCHASE - Inventory,372342.76,,8638910.76,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2112,2025-01-28,2025-01-28,Salary payment,153445.81,,8485464.95,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2113,2025-01-28,2025-01-28,Customer payment,,308079.14,8793544.09,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2114,2025-01-28,2025-01-28,Customer payment,,432383.39,9225927.48,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2115,2025-01-29,2025-01-29,POS PURCHASE - Inventory,73845.02,,9152082.46,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2116,2025-01-30,2025-01-30,Customer payment,,259970.51,9412052.97,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2117,2025-01-31,2025-01-31,POS PURCHASE - Inventory,322252.84,,9089800.13,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2118,2025-02-01,2025-02-01,Rent payment,229691.23,,8860108.90,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2119,2025-02-01,2025-02-01,Customer payment,,197463.23,9057572.13,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2120,2025-02-01,2025-02-01,Capital injection,,134401.88,9191974.01,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2121,2025-02-02,2025-02-02,POS PURCHASE - Inventory,149973.95,,9042000.06,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2122,2025-02-03,2025-02-03,Internet subscription,10228.66,,9031771.40,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2123,2025-02-05,2025-02-05,Utility bills,32441.72,,8999329.68,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2124,2025-02-05,2025-02-05,Customer payment,,100992.86,9100322.54,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2125,2025-02-05,2025-02-05,Customer payment,,465591.89,9565914.43,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2126,2025-02-06,2025-02-06,Bank fees / transfer,13880.70,,9552033.73,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2127,2025-02-06,2025-02-06,Misc credit,,33514.93,9585548.66,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2128,2025-02-08,2025-02-08,POS PURCHASE - Inventory,79058.96,,9506489.70,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2129,2025-02-08,2025-02-08,Bank fees / transfer,15299.61,,9491190.09,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2130,2025-02-08,2025-02-08,Repair / Maintenance,13916.43,,9477273.66,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2131,2025-02-08,2025-02-08,Repair / Maintenance,74002.30,,9403271.36,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2132,2025-02-10,2025-02-10,Customer payment,,92398.43,9495669.79,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2133,2025-02-10,2025-02-10,Repair / Maintenance,43661.65,,9452008.14,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2134,2025-02-10,2025-02-10,Customer payment,,301374.22,9753382.36,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2135,2025-02-10,2025-02-10,Capital injection,,1233972.40,10987354.76,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2136,2025-02-11,2025-02-11,Repair / Maintenance,114964.19,,10872390.57,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2137,2025-02-11,2025-02-11,Customer payment,,384745.39,11257135.96,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2138,2025-02-11,2025-02-11,Fuel purchase,58132.03,,11199003.93,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2139,2025-02-12,2025-02-12,Repair / Maintenance,25609.80,,11173394.13,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2140,2025-02-13,2025-02-13,Refund/Chargeback,,51965.01,11225359.14,Customer refund,Refund/Chargeback,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2141,2025-02-14,2025-02-14,POS PURCHASE - Inventory,17750.08,,11207609.06,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2142,2025-02-14,2025-02-14,Misc credit,,6739.71,11214348.77,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2143,2025-02-15,2025-02-15,Customer payment,,146324.59,11360673.36,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2144,2025-02-16,2025-02-16,POS PURCHASE - Inventory,329004.65,,11031668.71,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2145,2025-02-16,2025-02-16,Bank fees / transfer,8441.48,,11023227.23,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2146,2025-02-17,2025-02-17,Customer payment,,464473.08,11487700.31,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2147,2025-02-17,2025-02-17,POS PURCHASE - Inventory,141621.47,,11346078.84,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2148,2025-02-17,2025-02-17,Customer payment,,308727.77,11654806.61,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2149,2025-02-17,2025-02-17,Customer payment,,473731.58,12128538.19,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2150,2025-02-18,2025-02-18,Fuel purchase,17699.72,,12110838.47,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2151,2025-02-19,2025-02-19,Misc credit,,41423.88,12152262.35,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2152,2025-02-19,2025-02-19,Capital injection,,1653949.52,13806211.87,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2153,2025-02-19,2025-02-19,Customer payment,,67884.16,13874096.03,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2154,2025-02-21,2025-02-21,Customer payment,,507972.43,14382068.46,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2155,2025-02-22,2025-02-22,POS PURCHASE - Inventory,208114.55,,14173953.91,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2156,2025-02-22,2025-02-22,Customer payment,,333757.44,14507711.35,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2157,2025-02-22,2025-02-22,Repair / Maintenance,67818.34,,14439893.01,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2158,2025-02-23,2025-02-23,Repair / Maintenance,70691.24,,14369201.77,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2159,2025-02-23,2025-02-23,Repair / Maintenance,84678.61,,14284523.16,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2160,2025-02-23,2025-02-23,POS PURCHASE - Inventory,103861.26,,14180661.90,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2161,2025-02-24,2025-02-24,Customer payment,,487895.90,14668557.80,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2162,2025-02-27,2025-02-27,Customer payment,,428616.25,15097174.05,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2163,2025-02-28,2025-02-28,Salary payment,144098.23,,14953075.82,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2164,2025-03-01,2025-03-01,Rent payment,227756.38,,14725319.44,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2165,2025-03-03,2025-03-03,Internet subscription,15310.46,,14710008.98,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2166,2025-03-03,2025-03-03,Bank fees / transfer,12027.75,,14697981.23,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2167,2025-03-03,2025-03-03,Customer payment,,416391.88,15114373.11,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2168,2025-03-03,2025-03-03,Bank fees / transfer,7975.76,,15106397.35,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2169,2025-03-03,2025-03-03,Customer payment,,459980.62,15566377.97,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2170,2025-03-04,2025-03-04,Customer payment,,361785.21,15928163.18,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2171,2025-03-05,2025-03-05,Utility bills,12244.67,,15915918.51,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2172,2025-03-05,2025-03-05,Capital injection,,321406.18,16237324.69,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2173,2025-03-05,2025-03-05,Repair / Maintenance,32830.95,,16204493.74,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2174,2025-03-08,2025-03-08,Misc credit,,32466.60,16236960.34,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2175,2025-03-10,2025-03-10,Customer payment,,145497.53,16382457.87,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2176,2025-03-11,2025-03-11,Customer payment,,404152.26,16786610.13,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2177,2025-03-13,2025-03-13,POS PURCHASE - Inventory,358140.44,,16428469.69,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2178,2025-03-14,2025-03-14,Customer payment,,281436.88,16709906.57,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2179,2025-03-14,2025-03-14,Customer payment,,264019.46,16973926.03,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2180,2025-03-15,2025-03-15,Customer payment,,508538.73,17482464.76,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2181,2025-03-15,2025-03-15,POS PURCHASE - Inventory,213821.59,,17268643.17,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2182,2025-03-16,2025-03-16,Bank fees / transfer,3272.39,,17265370.78,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2183,2025-03-16,2025-03-16,POS PURCHASE - Inventory,379167.96,,16886202.82,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2184,2025-03-17,2025-03-17,Fuel purchase,22300.61,,16863902.21,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2185,2025-03-17,2025-03-17,Misc credit,,12296.13,16876198.34,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2186,2025-03-18,2025-03-18,Bank fees / transfer,2430.52,,16873767.82,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2187,2025-03-18,2025-03-18,Customer payment,,511936.14,17385703.96,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2188,2025-03-18,2025-03-18,Customer payment,,255667.91,17641371.87,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2189,2025-03-19,2025-03-19,POS PURCHASE - Inventory,259440.56,,17381931.31,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2190,2025-03-19,2025-03-19,Capital injection,,946312.67,18328243.98,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2191,2025-03-20,2025-03-20,Customer payment,,211598.71,18539842.69,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2192,2025-03-20,2025-03-20,POS PURCHASE - Inventory,36912.04,,18502930.65,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2193,2025-03-22,2025-03-22,Bank fees / transfer,16875.37,,18486055.28,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2194,2025-03-23,2025-03-23,Repair / Maintenance,102160.32,,18383894.96,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2195,2025-03-24,2025-03-24,Bank fees / transfer,20191.94,,18363703.02,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2196,2025-03-24,2025-03-24,Bank fees / transfer,9382.56,,18354320.46,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2197,2025-03-25,2025-03-25,POS PURCHASE - Inventory,161462.67,,18192857.79,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2198,2025-03-25,2025-03-25,Fuel purchase,22377.84,,18170479.95,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2199,2025-03-27,2025-03-27,Capital injection,,368870.65,18539350.60,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2200,2025-03-28,2025-03-28,Salary payment,114065.98,,18425284.62,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2201,2025-03-28,2025-03-28,Misc credit,,2888.94,18428173.56,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2202,2025-03-30,2025-03-30,Customer payment,,160807.56,18588981.12,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2203,2025-03-31,2025-03-31,POS PURCHASE - Inventory,190185.71,,18398795.41,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2204,2025-04-01,2025-04-01,Rent payment,280543.08,,18118252.33,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2205,2025-04-01,2025-04-01,Customer payment,,278596.76,18396849.09,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2206,2025-04-02,2025-04-02,POS PURCHASE - Inventory,311821.48,,18085027.61,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2207,2025-04-03,2025-04-03,Internet subscription,19484.03,,18065543.58,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2208,2025-04-03,2025-04-03,Repair / Maintenance,75618.89,,17989924.69,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2209,2025-04-03,2025-04-03,POS PURCHASE - Inventory,408374.55,,17581550.14,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2210,2025-04-04,2025-04-04,Capital injection,,1071432.75,18652982.89,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2211,2025-04-04,2025-04-04,Fuel purchase,19198.27,,18633784.62,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2212,2025-04-05,2025-04-05,Utility bills,13265.31,,18620519.31,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2213,2025-04-06,2025-04-06,POS PURCHASE - Inventory,22637.05,,18597882.26,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2214,2025-04-06,2025-04-06,Misc credit,,5215.40,18603097.66,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2215,2025-04-08,2025-04-08,Customer payment,,519612.53,19122710.19,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2216,2025-04-08,2025-04-08,Customer payment,,294449.64,19417159.83,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2217,2025-04-11,2025-04-11,Misc credit,,25555.26,19442715.09,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2218,2025-04-11,2025-04-11,POS PURCHASE - Inventory,387559.02,,19055156.07,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2219,2025-04-12,2025-04-12,Repair / Maintenance,27974.65,,19027181.42,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2220,2025-04-14,2025-04-14,Repair / Maintenance,7666.38,,19019515.04,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2221,2025-04-14,2025-04-14,Repair / Maintenance,108876.46,,18910638.58,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2222,2025-04-14,2025-04-14,Bank fees / transfer,10661.29,,18899977.29,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2223,2025-04-15,2025-04-15,POS PURCHASE - Inventory,119045.85,,18780931.44,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2224,2025-04-16,2025-04-16,POS PURCHASE - Inventory,257213.54,,18523717.90,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2225,2025-04-16,2025-04-16,Customer payment,,175712.54,18699430.44,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2226,2025-04-16,2025-04-16,POS PURCHASE - Inventory,225735.39,,18473695.05,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2227,2025-04-16,2025-04-16,Misc debit,14423.42,,18459271.63,Misc small outflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2228,2025-04-17,2025-04-17,POS PURCHASE - Inventory,72715.38,,18386556.25,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2229,2025-04-17,2025-04-17,Customer payment,,93473.26,18480029.51,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2230,2025-04-17,2025-04-17,Fuel purchase,48732.14,,18431297.37,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2231,2025-04-20,2025-04-20,POS PURCHASE - Inventory,142668.79,,18288628.58,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2232,2025-04-20,2025-04-20,Customer payment,,380894.48,18669523.06,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2233,2025-04-21,2025-04-21,Capital injection,,1469221.03,20138744.09,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2234,2025-04-21,2025-04-21,Capital injection,,1617158.22,21755902.31,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2235,2025-04-22,2025-04-22,POS PURCHASE - Inventory,156210.88,,21599691.43,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2236,2025-04-22,2025-04-22,Customer payment,,478684.75,22078376.18,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2237,2025-04-22,2025-04-22,Customer payment,,200036.34,22278412.52,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2238,2025-04-23,2025-04-23,Customer payment,,47361.55,22325774.07,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2239,2025-04-23,2025-04-23,Capital injection,,367372.50,22693146.57,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2240,2025-04-23,2025-04-23,Customer payment,,455370.16,23148516.73,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2241,2025-04-25,2025-04-25,Misc credit,,20218.52,23168735.25,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2242,2025-04-25,2025-04-25,Bank fees / transfer,9778.98,,23158956.27,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2243,2025-04-25,2025-04-25,POS PURCHASE - Inventory,61614.78,,23097341.49,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2244,2025-04-26,2025-04-26,POS PURCHASE - Inventory,100622.54,,22996718.95,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2245,2025-04-26,2025-04-26,Repair / Maintenance,87780.07,,22908938.88,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2246,2025-04-27,2025-04-27,Capital injection,,1821095.97,24730034.85,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2247,2025-04-27,2025-04-27,POS PURCHASE - Inventory,235225.95,,24494808.90,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
2248,2025-04-27,2025-04-27,Customer payment,,282935.61,24777744.51,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
